,likes,Checkins,Returns,Category,commBase,comm24,comm48,comm24_1,"diff_24,48",baseTime,length,shares,hrs,sun_pub,mon_pub,tue_pub,wed_pub,thu_pub,fri_pub,sat_pub,sun_base,mon_base,tue_base,wed_base,thu_base,fri_base,sat_base,output
30,634995,0,463,1,1,0,1,0,-1,66,68,3,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
31,634995,0,463,1,0,0,0,0,0,24,133,3,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32,634995,0,463,1,0,0,0,0,0,44,110,3,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
33,634995,0,463,1,38,3,18,33,-15,60,101,14,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
34,634995,0,463,1,0,0,0,0,0,49,121,3,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
35,634995,0,463,1,3,0,3,3,-3,33,144,3,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
36,634995,0,463,1,5,0,0,5,0,54,91,13,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
37,634995,0,463,1,1,1,0,0,1,46,52,7,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
38,634995,0,463,1,0,0,0,0,0,67,83,3,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
39,634995,0,463,1,0,0,0,0,0,54,94,3,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
40,634995,0,463,1,0,0,0,0,0,39,72,3,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
41,634995,0,463,1,2,0,2,2,-2,46,63,4,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
42,634995,0,463,1,0,0,0,0,0,41,115,3,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
43,634995,0,463,1,69,35,34,65,1,30,197,37,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3
44,634995,0,463,1,1,0,0,1,0,58,199,3,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
45,634995,0,463,1,1,0,0,1,0,57,65,3,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
46,634995,0,463,1,3,3,0,3,3,18,68,15,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
47,634995,0,463,1,2,0,2,2,-2,39,129,12,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
48,634995,0,463,1,1,1,0,1,1,17,98,3,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
49,634995,0,463,1,1,0,1,1,-1,31,165,3,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
50,634995,0,463,1,1,1,0,1,1,38,215,3,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
51,634995,0,463,1,0,0,0,0,0,12,203,3,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
52,634995,0,463,1,0,0,0,0,0,58,125,3,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
53,634995,0,463,1,0,0,0,0,0,3,172,3,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
54,634995,0,463,1,1,1,0,1,1,1,153,3,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
55,634995,0,463,1,0,0,0,0,0,67,196,3,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
56,634995,0,463,1,0,0,0,0,0,50,67,5,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
57,634995,0,463,1,6,0,0,6,0,70,158,5,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
58,634995,0,463,1,1,1,0,1,1,4,130,3,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
59,634995,0,463,1,0,0,0,0,0,19,134,3,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
60,634995,0,463,1,10,0,10,10,-10,44,113,33,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
61,634995,0,463,1,0,0,0,0,0,43,133,3,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
62,634995,0,463,1,7,0,1,7,-1,59,126,3,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
63,634995,0,463,1,4,0,4,4,-4,29,130,3,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
64,634995,0,463,1,9,1,1,7,0,68,121,3,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
65,634995,0,463,1,6,0,6,6,-6,37,157,3,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
66,634995,0,463,1,6,0,6,6,-6,46,70,3,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
67,634995,0,463,1,3,0,3,3,-3,43,170,3,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
68,634995,0,463,1,83,7,76,77,-69,40,172,3,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3
69,634995,0,463,1,0,0,0,0,0,10,147,5,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
70,634995,0,463,1,0,0,0,0,0,24,210,3,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
71,634995,0,463,1,0,0,0,0,0,57,49,3,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
72,634995,0,463,1,0,0,0,0,0,3,79,3,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
73,634995,0,463,1,1,1,0,1,1,16,136,3,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
74,634995,0,463,1,0,0,0,0,0,42,150,3,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
75,634995,0,463,1,0,0,0,0,0,35,127,3,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
76,634995,0,463,1,6,6,0,6,6,1,114,3,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2
77,634995,0,463,1,0,0,0,0,0,17,107,4,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
78,634995,0,463,1,25,7,18,24,-11,27,75,3,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3
79,634995,0,463,1,1,0,0,1,0,62,203,3,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
80,634995,0,463,1,806,806,0,806,806,18,66,33,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,342
81,634995,0,463,1,2,1,0,1,1,69,100,4,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
82,634995,0,463,1,1,0,1,1,-1,47,89,3,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
83,634995,0,463,1,1,1,0,1,1,11,74,3,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
84,634995,0,463,1,2,0,1,2,-1,65,86,3,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
85,634995,0,463,1,3,3,0,3,3,2,209,3,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
86,634995,0,463,1,0,0,0,0,0,23,57,3,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
87,3995273,0,297147,4,1180,235,945,1100,-710,42,38,1197,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,35
88,3995273,0,297147,4,542,5,80,473,-75,70,74,523,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2
89,3995273,0,297147,4,241,54,187,230,-133,35,0,277,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7
90,3995273,0,297147,4,946,426,520,909,-94,28,41,535,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,71
91,3995273,0,297147,4,714,144,570,689,-426,33,19,204,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,14
92,3995273,0,297147,4,1001,68,611,924,-543,49,14,353,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,8
93,3995273,0,297147,4,198,198,0,198,198,17,61,173,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,30
94,3995273,0,297147,4,273,32,241,252,-209,42,96,222,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,10
95,3995273,0,297147,4,251,13,74,224,-61,54,96,146,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,7
96,3995273,0,297147,4,992,992,0,992,992,16,43,1972,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,409
97,3995273,0,297147,4,1639,121,294,1400,-173,59,11,339,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,28
98,3995273,0,297147,4,567,55,512,534,-457,44,37,206,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,23
99,3995273,0,297147,4,311,311,0,311,311,13,82,398,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,102
100,3995273,0,297147,4,315,115,200,310,-85,27,28,271,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26
101,3995273,0,297147,4,881,881,0,881,881,10,48,4340,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,431
102,3995273,0,297147,4,509,13,51,474,-38,63,14,154,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
103,3995273,0,297147,4,1003,89,192,807,-103,66,50,1967,24,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6
104,3995273,0,297147,4,200,200,0,200,200,5,78,412,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,145
105,3995273,0,297147,4,855,17,120,774,-103,65,14,307,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7
106,3995273,0,297147,4,489,24,77,437,-53,58,22,173,24,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4
107,3995273,0,297147,4,188,188,0,188,188,8,48,263,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,90
108,3995273,0,297147,4,459,67,392,413,-325,46,19,334,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,6
109,3995273,0,297147,4,496,79,417,486,-338,36,94,686,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,15
110,3995273,0,297147,4,473,473,0,473,473,21,43,163,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,56
111,3995273,0,297147,4,474,143,331,459,-188,29,14,324,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31
112,3995273,0,297147,4,302,302,0,302,302,1,37,623,24,0,0,0,0,0,0,1,0,0,0,0,0,0,1,642
113,3995273,0,297147,4,1846,241,1605,1605,-1364,48,21,632,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,43
114,3995273,0,297147,4,782,782,0,782,782,16,14,1148,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,233
115,3995273,0,297147,4,552,62,490,527,-428,42,19,238,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,20
116,3995273,0,297147,4,235,235,0,235,235,10,75,196,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,53
117,3995273,0,297147,4,620,620,0,620,620,24,19,318,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,53
118,3995273,0,297147,4,177,177,0,177,177,6,14,336,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,94
119,3995273,0,297147,4,226,51,175,198,-124,38,27,97,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11
120,3995273,0,297147,4,1521,536,985,1437,-449,30,28,506,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,161
121,3995273,0,297147,4,1278,148,1130,1155,-982,46,25,534,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,58
122,3995273,0,297147,4,271,2,50,259,-48,60,53,105,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
123,3995273,0,297147,4,109,109,0,109,109,23,110,53,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8
124,3995273,0,297147,4,1345,1345,0,1345,1345,12,21,346,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,187
125,3995273,0,297147,4,493,7,51,463,-44,66,66,316,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
126,3995273,0,297147,4,176,27,149,171,-122,34,98,104,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4
127,3995273,0,297147,4,437,55,382,400,-327,45,0,182,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17
128,3995273,0,297147,4,147,147,0,147,147,3,0,823,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,206
129,3995273,0,297147,4,124,124,0,124,124,2,38,451,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,173
130,3995273,0,297147,4,844,120,724,784,-604,41,15,283,24,0,0,0,1,0,0,0,0,0,0,0,0,1,0,34
131,3995273,0,297147,4,115,115,0,115,115,1,291,277,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,189
132,3995273,0,297147,4,360,360,0,360,360,24,21,611,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49
133,3995273,0,297147,4,1695,211,929,1439,-718,50,11,603,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,64
134,3995273,0,297147,4,425,16,45,375,-29,69,25,275,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3
135,3995273,0,297147,4,259,5,33,226,-28,69,133,324,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
136,3995273,0,297147,4,313,35,101,259,-66,54,34,195,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2
137,3995273,0,297147,4,318,318,0,318,318,20,17,128,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,48
138,3995273,0,297147,4,819,61,248,707,-187,56,37,293,17,0,0,1,0,0,0,0,0,0,0,0,1,0,0,18
139,3995273,0,297147,4,226,59,167,202,-108,43,36,285,18,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13
140,3995273,0,297147,4,518,518,0,518,518,13,15,218,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,156
141,798622,0,34668,5,5,5,0,5,5,10,15,78,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
142,798622,0,34668,5,20,0,20,20,-20,44,345,224,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
143,798622,0,34668,5,8,0,0,8,0,65,371,20,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
144,798622,0,34668,5,7,0,7,7,-7,35,1520,62,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
145,798622,0,34668,5,7,2,5,6,-3,27,1697,83,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
146,798622,0,34668,5,3,3,0,3,3,14,1301,3,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
147,798622,0,34668,5,2,0,2,2,-2,55,288,22,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
148,798622,0,34668,5,6,0,1,6,-1,52,871,107,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
149,798622,0,34668,5,4,0,0,4,0,53,394,31,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
150,798622,0,34668,5,566,63,280,493,-217,50,142,11,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,12
151,798622,0,34668,5,22,0,3,21,-3,66,1208,180,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3
152,798622,0,34668,5,545,88,293,444,-205,50,14,11,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,9
153,798622,0,34668,5,3,0,3,3,-3,27,249,34,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
154,798622,0,34668,5,0,0,0,0,0,2,387,11,24,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
155,798622,0,34668,5,4,0,0,4,0,68,40,11,24,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
156,798622,0,34668,5,18,12,6,18,6,25,211,92,24,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4
157,798622,0,34668,5,187,43,144,182,-101,37,71,3,24,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8
158,798622,0,34668,5,9,9,0,9,9,17,46,154,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
159,798622,0,34668,5,540,13,61,469,-48,71,105,3,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2
160,798622,0,34668,5,3,1,2,2,-1,42,271,11,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
161,798622,0,34668,5,8,5,3,8,2,27,1151,103,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
162,798622,0,34668,5,0,0,0,0,0,57,721,52,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
163,798622,0,34668,5,16,16,0,16,16,17,3417,83,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
164,798622,0,34668,5,2,1,1,0,0,62,271,15,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
165,798622,0,34668,5,2,0,0,2,0,53,1304,23,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
166,798622,0,34668,5,20,20,0,20,20,18,930,125,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3
167,798622,0,34668,5,360,16,75,299,-59,66,89,3,24,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
168,798622,0,34668,5,3,0,1,3,-1,53,368,58,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
169,798622,0,34668,5,4,4,0,4,4,6,240,78,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
170,798622,0,34668,5,0,0,0,0,0,39,0,16,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
171,798622,0,34668,5,2,0,2,2,-2,46,2358,3,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
172,798622,0,34668,5,98,6,45,91,-39,49,109,3,24,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
173,798622,0,34668,5,4,4,0,4,4,4,460,951,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,44
174,798622,0,34668,5,2,0,0,2,0,61,1963,87,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
175,798622,0,34668,5,3,0,3,3,-3,27,121,3,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
176,798622,0,34668,5,9,0,1,9,-1,55,591,134,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
177,798622,0,34668,5,66,66,0,66,66,5,191,3,24,1,0,0,0,0,0,0,1,0,0,0,0,0,0,23
178,798622,0,34668,5,48,4,44,47,-40,36,145,3,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
179,798622,0,34668,5,1,0,1,1,-1,34,528,64,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
180,798622,0,34668,5,3,3,0,3,3,18,1026,57,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
181,798622,0,34668,5,2,2,0,2,2,19,338,25,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
182,798622,0,34668,5,60,8,52,54,-44,45,212,3,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
183,798622,0,34668,5,414,93,321,390,-228,38,86,4,24,1,0,0,0,0,0,0,0,0,1,0,0,0,0,14
184,798622,0,34668,5,510,20,130,466,-110,58,215,30,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2
185,798622,0,34668,5,268,4,25,251,-21,66,122,3,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
186,798622,0,34668,5,0,0,0,0,0,5,0,3,24,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
187,798622,0,34668,5,4,0,1,4,-1,51,286,72,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
188,798622,0,34668,5,591,591,0,591,591,15,28,36,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,380
189,798622,0,34668,5,24,24,0,24,24,16,386,748,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
190,798622,0,34668,5,162,5,104,156,-99,49,118,3,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3
191,798622,0,34668,5,0,0,0,0,0,22,46,34,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
192,798622,0,34668,5,310,310,0,310,310,5,28,29,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,253
193,798622,0,34668,5,4,0,4,4,-4,36,2434,25,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
194,798622,0,34668,5,39,39,0,39,39,20,892,112,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
195,798622,0,34668,5,13,13,0,13,13,23,333,76,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4
196,798622,0,34668,5,168,32,136,162,-104,30,114,3,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5
197,798622,0,34668,5,15,0,0,15,0,64,259,3,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
198,798622,0,34668,5,5,0,5,5,-5,47,4540,52,22,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
199,798622,0,34668,5,26,14,12,26,2,26,1036,298,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2
200,798622,0,34668,5,4,4,0,4,4,22,233,3,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
201,798622,0,34668,5,2,2,0,2,2,8,1654,44,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
202,798622,0,34668,5,28,28,0,28,28,6,201,3,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,8
203,798622,0,34668,5,0,0,0,0,0,57,256,3,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
204,798622,0,34668,5,2,2,0,2,2,1,673,19,24,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
205,798622,0,34668,5,26,1,5,23,-4,62,794,72,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
206,798622,0,34668,5,0,0,0,0,0,32,304,3,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
207,798622,0,34668,5,0,0,0,0,0,40,4045,47,23,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
208,798622,0,34668,5,5,5,0,5,5,8,1030,196,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3
209,798622,0,34668,5,67,23,44,66,-21,31,16,3,24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,4
210,798622,0,34668,5,8,2,4,6,-2,57,0,87,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
211,798622,0,34668,5,2,2,0,2,2,4,830,109,24,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
212,798622,0,34668,5,120,120,0,120,120,3,254,25,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,107
213,798622,0,34668,5,427,427,0,427,427,3,54,12,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,380
214,798622,0,34668,5,0,0,0,0,0,11,206,16,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
215,798622,0,34668,5,2,2,0,2,2,19,982,60,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
216,798622,0,34668,5,30,4,26,27,-22,39,31,3,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
217,798622,0,34668,5,131,131,0,131,131,22,100,3,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21
218,798622,0,34668,5,3,3,0,3,3,12,225,39,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
219,798622,0,34668,5,205,205,0,205,205,1,37,63,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,756
220,798622,0,34668,5,0,0,0,0,0,0,273,25,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2
221,798622,0,34668,5,0,0,0,0,0,17,3994,3,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
222,798622,0,34668,5,9,9,0,9,9,11,296,46,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
223,798622,0,34668,5,0,0,0,0,0,13,1436,3,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
224,798622,0,34668,5,181,181,0,181,181,15,148,4,24,0,0,0,1,0,0,0,0,0,0,0,1,0,0,39
225,798622,0,34668,5,6,3,3,5,0,39,4018,97,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
226,798622,0,34668,5,0,0,0,0,0,3,280,20,24,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
